gene_id,module,Connectivity.kTotal,Connectivity.kWithin,gene_name,gene_biotype,chromosome,length,entrezgene
ENSG00000183666,grey,3.7453743105796864,NA,GUSBP1,pseudogene,5,247540,728411
ENSG00000183671,grey,53.953032993038306,NA,GPR1,protein_coding,2,42732,NA
ENSG00000183684,grey,392.41620019874694,NA,ALYREF,protein_coding,17,3750,10189
ENSG00000183696,grey,18.689405791982132,NA,UPP1,protein_coding,7,20106,7378
ENSG00000183718,grey,179.20929507863997,NA,TRIM52,protein_coding,5,6703,84851
ENSG00000183722,grey,67.2865411814547,NA,LHFP,protein_coding,13,260637,NA
ENSG00000183741,grey,55.857876133359724,NA,CBX6,protein_coding,22,10865,23466
ENSG00000183742,grey,85.2524299539869,NA,MACC1,protein_coding,7,82750,346389
ENSG00000183748,grey,5.617387040999866,NA,MRC1L1,protein_coding,10,101817,NA
ENSG00000183762,grey,30.93216150781107,NA,KREMEN1,protein_coding,22,95256,83999
ENSG00000183765,grey,146.6263045874261,NA,CHEK2,protein_coding,22,54680,11200
ENSG00000183779,grey,90.93444347092932,NA,ZNF703,protein_coding,8,4269,80139
ENSG00000183784,grey,184.663745794512,NA,C9orf66,protein_coding,9,2786,NA
ENSG00000183801,grey,32.72680541242924,NA,OLFML1,protein_coding,11,25990,283298
ENSG00000183807,grey,5.826441449004062,NA,FAM162B,protein_coding,6,13524,221303
ENSG00000183828,grey,49.429529958846985,NA,NUDT14,protein_coding,14,8386,256281
ENSG00000183844,grey,11.81382151619162,NA,FAM3B,protein_coding,21,53220,54097
ENSG00000183850,grey,8.814275650776732,NA,ZNF730,protein_coding,19,72010,100129543
ENSG00000183853,grey,32.508970049634236,NA,KIRREL,protein_coding,1,106990,NA
ENSG00000183876,grey,45.66200934442563,NA,ARSI,protein_coding,5,42965,340075
ENSG00000183889,grey,193.9895722645495,NA,NPIPA7,protein_coding,16,33147,101059938
ENSG00000183891,grey,14.019397626088772,NA,TTC32,protein_coding,2,5344,130502
ENSG00000183908,grey,0.9190450245812358,NA,LRRC55,protein_coding,11,9971,219527
ENSG00000183914,grey,25.155255291223302,NA,DNAH2,protein_coding,17,116391,146754
ENSG00000183941,grey,5.128245794699883,NA,HIST2H4A,protein_coding,1,7119,NA
ENSG00000183943,grey,17.880152414799596,NA,PRKX,protein_coding,X,109239,5613
ENSG00000183979,grey,31.577256948696295,NA,NPB,protein_coding,17,2161,256933
ENSG00000184005,grey,39.216198307626414,NA,ST6GALNAC3,protein_coding,1,559883,256435
ENSG00000184040,grey,0.6117968556862496,NA,TMEM236,protein_coding,10,48638,653567
ENSG00000184076,grey,285.8581538943419,NA,UQCR10,protein_coding,22,3045,29796
ENSG00000184083,grey,64.46522956417303,NA,FAM120C,protein_coding,X,114958,54954
ENSG00000184110,grey,16.86792711924337,NA,EIF3C,protein_coding,16,47173,8663
ENSG00000184113,grey,128.095547781065,NA,CLDN5,protein_coding,22,4522,7122
ENSG00000184117,grey,122.18912786921874,NA,NIPSNAP1,protein_coding,22,26530,8508
ENSG00000184160,grey,2.7617304618071015,NA,ADRA2C,protein_coding,4,2177,152
ENSG00000184162,grey,145.80062402192303,NA,NR2C2AP,protein_coding,19,2009,126382
ENSG00000184205,grey,260.5195129190714,NA,TSPYL2,protein_coding,X,6174,64061
ENSG00000184207,grey,200.26394237586757,NA,PGP,protein_coding,16,2811,283871
ENSG00000184208,grey,74.93267011684716,NA,C22orf46,protein_coding,22,9198,NA
ENSG00000184216,grey,117.68922193181716,NA,IRAK1,protein_coding,X,9481,3654
ENSG00000184220,grey,53.741524724812486,NA,CMSS1,protein_coding,3,360770,84319
ENSG00000184227,grey,92.58039385423635,NA,ACOT1,protein_coding,14,6681,641371
ENSG00000184232,grey,19.441511573430045,NA,OAF,protein_coding,11,19567,220323
ENSG00000184254,grey,13.43842853228342,NA,ALDH1A3,protein_coding,15,38913,220
ENSG00000184260,grey,6.57704740674382,NA,HIST2H2AC,protein_coding,1,437,NA
ENSG00000184292,grey,1.7785955262427633,NA,TACSTD2,protein_coding,1,2068,4070
ENSG00000184304,grey,43.11445245613948,NA,PRKD1,protein_coding,14,615418,5587
ENSG00000184305,grey,12.487485315989852,NA,CCSER1,protein_coding,4,1474379,401145
ENSG00000184349,grey,5.07393704376307,NA,EFNA5,protein_coding,5,294007,1946
ENSG00000184374,grey,11.262356555740103,NA,COLEC10,protein_coding,8,111131,10584
ENSG00000184381,grey,41.472467008640436,NA,PLA2G6,protein_coding,22,94196,8398
ENSG00000184384,grey,41.28522668930033,NA,MAML2,protein_coding,11,366583,84441
ENSG00000184402,grey,74.4952396769995,NA,SS18L1,protein_coding,20,38719,26039
ENSG00000184428,grey,83.36299672835747,NA,TOP1MT,protein_coding,8,55596,116447
ENSG00000184445,grey,243.63836642433682,NA,KNTC1,protein_coding,12,99151,9735
ENSG00000184454,grey,39.865287066778755,NA,NCMAP,protein_coding,1,53218,400746
ENSG00000184481,grey,165.19528302033783,NA,FOXO4,protein_coding,X,7339,4303
ENSG00000184489,grey,11.631263367384115,NA,PTP4A3,protein_coding,8,39528,11156
ENSG00000184500,grey,141.51711774775728,NA,PROS1,protein_coding,3,101030,5627
ENSG00000184545,grey,2.972732243826457,NA,DUSP8,protein_coding,11,17877,1850
ENSG00000184557,grey,51.587022297787755,NA,SOCS3,protein_coding,17,3295,9021
ENSG00000184574,grey,13.312546863744105,NA,LPAR5,protein_coding,12,17613,57121
ENSG00000184584,grey,40.97240223011926,NA,TMEM173,protein_coding,5,7402,NA
ENSG00000184588,grey,5.296408549012007,NA,PDE4B,protein_coding,1,582063,5142
ENSG00000184602,grey,69.12708906978175,NA,SNN,protein_coding,16,10746,8303
ENSG00000184635,grey,83.62343212655554,NA,ZNF93,protein_coding,19,34663,81931
ENSG00000184674,grey,1.3976449305902467,NA,GSTT1,protein_coding,22,8548,2952
ENSG00000184702,grey,31.192989365811712,NA,SEPT5,protein_coding,22,10309,NA
ENSG00000184719,grey,2.814266771578853,NA,RNLS,protein_coding,10,310667,55328
ENSG00000184730,grey,35.65534127540326,NA,APOBR,protein_coding,16,4322,55911
ENSG00000184752,grey,181.92060651077335,NA,NDUFA12,protein_coding,12,106716,55967
ENSG00000184779,grey,2.6124453901094835,NA,RPS17,protein_coding,15,3815,6218
ENSG00000184785,grey,250.90073855221408,NA,SMIM10,protein_coding,X,1534,644538
ENSG00000184787,grey,185.53758273220183,NA,UBE2G2,protein_coding,21,32980,7327
ENSG00000184838,grey,56.1767716085436,NA,PRR16,protein_coding,5,223055,51334
ENSG00000184867,grey,1.3104117619095872,NA,ARMCX2,protein_coding,X,4610,9823
ENSG00000184886,grey,0.5648273427751391,NA,PIGW,protein_coding,17,4313,284098
ENSG00000184887,grey,76.13234047067036,NA,BTBD6,protein_coding,14,2604,90135
ENSG00000184897,grey,189.16640354563305,NA,H1FX,protein_coding,3,1506,NA
ENSG00000184898,grey,201.31996412805432,NA,RBM43,protein_coding,2,13940,375287
ENSG00000184903,grey,0.6668619378111906,NA,IMMP2L,protein_coding,7,899464,83943
ENSG00000184922,grey,7.989960906530985,NA,FMNL1,protein_coding,17,25877,752
ENSG00000184923,grey,1.8855786033989625,NA,NUTM2A,protein_coding,10,11461,728118
ENSG00000184924,grey,296.497552375699,NA,PTRHD1,protein_coding,2,3649,391356
ENSG00000184939,grey,97.7796209639007,NA,ZFP90,protein_coding,16,45983,146198
ENSG00000184967,grey,166.3365914936161,NA,NOC4L,protein_coding,12,8021,79050
ENSG00000184983,grey,99.0779576443551,NA,NDUFA6,protein_coding,22,5431,4700
ENSG00000184988,grey,19.415698099044878,NA,TMEM106A,protein_coding,17,8208,113277
ENSG00000184990,grey,345.9724323082051,NA,SIVA1,protein_coding,14,15395,10572
ENSG00000185008,grey,34.146474003304114,NA,ROBO2,protein_coding,3,1743270,6092
ENSG00000185010,grey,2.3931783469091195,NA,F8,protein_coding,X,191153,2157
ENSG00000185033,grey,162.5534244466843,NA,SEMA4B,protein_coding,15,69076,10509
ENSG00000185043,grey,345.21889176771674,NA,CIB1,protein_coding,15,4073,10519
ENSG00000185046,grey,30.144478260791345,NA,ANKS1B,protein_coding,12,1258198,56899
ENSG00000185052,grey,16.058464155159395,NA,SLC24A3,protein_coding,20,510292,57419
ENSG00000185088,grey,14.198349534047097,NA,RPS27L,protein_coding,15,32150,51065
ENSG00000185112,grey,69.50647383556657,NA,FAM43A,protein_coding,3,3141,131583
ENSG00000185128,grey,55.015832406487434,NA,TBC1D3F,protein_coding,17,10945,84218
ENSG00000185164,grey,21.97220610193308,NA,NOMO2,protein_coding,16,62352,283820
ENSG00000185187,grey,85.45644200007636,NA,SIGIRR,protein_coding,11,11740,59307
ENSG00000185201,grey,26.894356546292638,NA,IFITM2,protein_coding,11,7642,10581
ENSG00000185215,grey,3.4275671506193754,NA,TNFAIP2,protein_coding,14,13998,7127
ENSG00000185220,grey,12.679219877030286,NA,PGBD2,protein_coding,1,13751,267002
ENSG00000185247,grey,8.802204584585112,NA,MAGEA11,protein_coding,X,29033,4110
ENSG00000185261,grey,83.88773722478555,NA,KIAA0825,protein_coding,5,465639,285600
ENSG00000185278,grey,218.57369357452558,NA,ZBTB37,protein_coding,1,35468,84614
ENSG00000185291,grey,2.8921856874954943,NA,IL3RA,protein_coding,X,46070,3563
ENSG00000185304,grey,94.99524055267206,NA,RGPD2,protein_coding,2,229836,729857
ENSG00000185324,grey,55.599752229242256,NA,CDK10,protein_coding,16,15628,8558
ENSG00000185338,grey,20.693846832931037,NA,SOCS1,protein_coding,16,1775,8651
ENSG00000185339,grey,34.08849749418707,NA,TCN2,protein_coding,22,20441,6948
ENSG00000185340,grey,182.90645591575796,NA,GAS2L1,protein_coding,22,6203,10634
ENSG00000185347,grey,17.937800303950652,NA,C14orf80,protein_coding,14,9721,NA
ENSG00000185359,grey,277.9082012838708,NA,HGS,protein_coding,17,19813,9146
ENSG00000185414,grey,7.374438458198924,NA,MRPL30,protein_coding,2,16548,51263
ENSG00000185418,grey,247.84750363123248,NA,TARSL2,protein_coding,15,71007,NA
ENSG00000185420,grey,6.917677817989308,NA,SMYD3,protein_coding,1,757973,64754
ENSG00000185432,grey,8.667512766153145,NA,METTL7A,protein_coding,12,9046,NA
ENSG00000185477,grey,149.13320026711827,NA,GPRIN3,protein_coding,4,71625,285513
ENSG00000185485,grey,42.667877525832914,NA,SDHAP1,pseudogene,3,30571,255812
ENSG00000185499,grey,3.723613346295993,NA,MUC1,protein_coding,1,4408,4582
ENSG00000185504,grey,99.59105419475362,NA,C17orf70,protein_coding,17,14077,NA
ENSG00000185513,grey,184.45524318415897,NA,L3MBTL1,protein_coding,20,43271,26013
ENSG00000185518,grey,14.864656671170094,NA,SV2B,protein_coding,15,201360,9899
ENSG00000185527,grey,2.9476016713092243,NA,PDE6G,protein_coding,17,12654,5148
ENSG00000185532,grey,114.78981612944516,NA,PRKG1,protein_coding,10,1307166,5592
ENSG00000185551,grey,185.51684270968417,NA,NR2F2,protein_coding,15,14326,7026
ENSG00000185559,grey,58.79608379574326,NA,DLK1,protein_coding,14,9498,8788
ENSG00000185585,grey,10.708056632490663,NA,OLFML2A,protein_coding,9,37728,169611
ENSG00000185596,grey,3.959546118586152,NA,WASH3P,pseudogene,15,15413,374666
ENSG00000185608,grey,155.6221526874873,NA,MRPL40,protein_coding,22,4174,64976
ENSG00000185614,grey,11.461922813703978,NA,FAM212A,protein_coding,3,1777,NA
ENSG00000185619,grey,164.0114164001363,NA,PCGF3,protein_coding,4,64892,10336
ENSG00000185630,grey,19.490551482190305,NA,PBX1,protein_coding,1,343713,5087
ENSG00000185633,grey,60.535182640536426,NA,NDUFA4L2,protein_coding,12,5813,56901
ENSG00000185650,grey,12.8613331779964,NA,ZFP36L1,protein_coding,14,8814,677
ENSG00000185658,grey,115.07655027014185,NA,BRWD1,protein_coding,21,137384,54014
ENSG00000185666,grey,1.3677281798804177,NA,SYN3,protein_coding,22,545820,8224
ENSG00000185684,grey,153.53339967040412,NA,EP400NL,protein_coding,12,44202,NA
ENSG00000185710,grey,4.0126687173186175,NA,RP11-645C24.2,pseudogene,16,39819,NA
ENSG00000185730,grey,3.7233483085015164,NA,ZNF696,protein_coding,8,8386,79943
ENSG00000185761,grey,8.126445379940781,NA,ADAMTSL5,protein_coding,19,8587,339366
ENSG00000185813,grey,50.582119023026465,NA,PCYT2,protein_coding,17,10500,5833
ENSG00000185829,grey,6.038092842898819,NA,ARL17A,protein_coding,17,63021,51326
ENSG00000185838,grey,8.867989802429825,NA,GNB1L,protein_coding,22,71716,54584
ENSG00000185862,grey,134.8073151813039,NA,EVI2B,protein_coding,17,10347,2124
ENSG00000185875,grey,13.114843288760724,NA,THNSL1,protein_coding,10,10007,79896
ENSG00000185880,grey,32.89872313567329,NA,TRIM69,protein_coding,15,38842,140691
ENSG00000185883,grey,8.066327737662823,NA,ATP6V0C,protein_coding,16,6349,527
ENSG00000185885,grey,139.23854230811352,NA,IFITM1,protein_coding,11,1767,8519
ENSG00000185905,grey,52.257609871423746,NA,C16orf54,protein_coding,16,3544,283897
ENSG00000185909,grey,173.4619517480284,NA,KLHDC8B,protein_coding,3,4874,200942
ENSG00000185917,grey,103.12028338783372,NA,SETD4,protein_coding,21,44849,54093
ENSG00000185920,grey,31.917459193749323,NA,PTCH1,protein_coding,9,74078,5727
ENSG00000185928,grey,313.1453002426296,NA,PAGR1,protein_coding,16,14664,79447
ENSG00000185947,grey,196.56791273892028,NA,ZNF267,protein_coding,16,43590,10308
ENSG00000185950,grey,2.869308367850187,NA,IRS2,protein_coding,13,32732,8660
ENSG00000185973,grey,0.6148094872755616,NA,TMLHE,protein_coding,X,179830,55217
ENSG00000185986,grey,85.85381961633678,NA,SDHAP3,pseudogene,5,26099,728609
ENSG00000186063,grey,206.4263834930669,NA,AIDA,protein_coding,1,45198,64853
ENSG00000186073,grey,44.52834158747351,NA,C15orf41,protein_coding,15,230638,NA
ENSG00000186088,grey,70.23538732264777,NA,GSAP,protein_coding,7,105650,54103
ENSG00000186094,grey,52.0891723641901,NA,AGBL4,protein_coding,1,1491059,84871
ENSG00000186105,grey,19.543363700674874,NA,LRRC70,protein_coding,5,2714,100130733
ENSG00000186174,grey,25.469935811982573,NA,BCL9L,protein_coding,11,31734,283149
ENSG00000186185,grey,36.39874489686043,NA,KIF18B,protein_coding,17,23006,146909
ENSG00000186193,grey,10.342083392891041,NA,SAPCD2,protein_coding,9,8460,89958
ENSG00000186197,grey,35.717023423417125,NA,EDARADD,protein_coding,1,136653,128178
ENSG00000186230,grey,30.230973130792346,NA,ZNF749,protein_coding,19,10157,388567
ENSG00000186260,grey,186.640042770248,NA,MKL2,protein_coding,16,195453,NA
ENSG00000186275,grey,2.2942492990153167,NA,NBPF12,protein_coding,1,94199,149013
ENSG00000186283,grey,61.45305746229242,NA,TOR3A,protein_coding,1,16647,64222
ENSG00000186300,grey,29.40088413829298,NA,ZNF555,protein_coding,19,19050,148254
ENSG00000186314,grey,161.19884371165304,NA,PRELID2,protein_coding,5,363571,153768
ENSG00000186318,grey,101.17615499552414,NA,BACE1,protein_coding,11,30574,23621
ENSG00000186350,grey,113.40900315945488,NA,RXRA,protein_coding,9,123488,6256
ENSG00000186354,grey,24.84832184332189,NA,C9orf47,protein_coding,9,5278,NA
ENSG00000186395,grey,250.14220859225017,NA,KRT10,protein_coding,17,4479,3858
ENSG00000186448,grey,21.44407924044019,NA,ZNF197,protein_coding,3,63584,10168
ENSG00000186469,grey,21.85606672923739,NA,GNG2,protein_coding,14,153148,54331
ENSG00000186470,grey,1.6768340310071181,NA,BTN3A2,protein_coding,6,13160,11118
ENSG00000186472,grey,54.22880895203548,NA,PCLO,protein_coding,7,408918,27445
ENSG00000186481,grey,170.82345764073116,NA,ANKRD20A5P,pseudogene,18,70360,440482
ENSG00000186566,grey,48.11497348372212,NA,GPATCH8,protein_coding,17,108147,23131
ENSG00000186567,grey,5.833857641673581,NA,CEACAM19,protein_coding,19,22087,56971
ENSG00000186577,grey,234.5440562143384,NA,C6orf1,protein_coding,6,3091,NA
ENSG00000186642,grey,11.884454998875041,NA,PDE2A,protein_coding,11,98451,5138
ENSG00000186654,grey,14.60740416898251,NA,PRR5,protein_coding,22,68969,55615
ENSG00000186687,grey,307.2315667679625,NA,LYRM7,protein_coding,5,34617,90624
ENSG00000186704,grey,17.882323081072535,NA,DTX2P1,pseudogene,7,65159,107161144
ENSG00000186767,grey,5.994020688920677,NA,SPIN4,protein_coding,X,4117,139886
ENSG00000186787,grey,1.6106317233733294,NA,SPIN2B,protein_coding,X,2997,474343
ENSG00000186807,grey,18.115948631451623,NA,ANXA8L2,protein_coding,10,16106,NA
ENSG00000186827,grey,7.861594827807547,NA,TNFRSF4,protein_coding,1,2813,7293
ENSG00000186868,grey,8.240700333602668,NA,MAPT,protein_coding,17,133953,4137
ENSG00000186994,grey,22.838600192070018,NA,KANK3,protein_coding,19,20679,256949
ENSG00000186998,grey,62.080108033840034,NA,EMID1,protein_coding,22,53747,129080
ENSG00000187024,grey,2.9055731884008074,NA,PTRH1,protein_coding,9,31896,138428
ENSG00000187045,grey,2.582842984507064,NA,TMPRSS6,protein_coding,22,44128,164656
ENSG00000187051,grey,391.4282189470722,NA,RPS19BP1,protein_coding,22,3763,91582
ENSG00000187068,grey,5.3807538441638725,NA,C3orf70,protein_coding,3,74965,285382
ENSG00000187091,grey,37.71594689470833,NA,PLCD1,protein_coding,3,22267,5333
ENSG00000187094,grey,1.8374464868105589,NA,CCK,protein_coding,3,8383,885
ENSG00000187097,grey,10.370680133953751,NA,ENTPD5,protein_coding,14,61390,957
ENSG00000187105,grey,1.6780553577695914,NA,HEATR4,protein_coding,14,80463,399671
ENSG00000187123,grey,10.9725692767979,NA,LYPD6,protein_coding,2,144164,130574
ENSG00000187145,grey,3.4549738016185136,NA,MRPS21,protein_coding,1,15126,54460
ENSG00000187164,grey,110.65767212439866,NA,KIAA1598,protein_coding,10,242356,NA
ENSG00000187172,grey,1.0809553786782797,NA,BAGE2,pseudogene,21,102955,85319
ENSG00000187231,grey,45.69063375446847,NA,SESTD1,protein_coding,2,163099,91404
ENSG00000187240,grey,325.7538905712846,NA,DYNC2H1,protein_coding,11,370432,79659
ENSG00000187244,grey,38.13636488585667,NA,BCAM,protein_coding,19,12346,4059
ENSG00000187260,grey,7.984293277498573,NA,WDR86,protein_coding,7,34819,349136
ENSG00000187372,grey,129.12246166189485,NA,PCDHB13,protein_coding,5,3485,56123
ENSG00000187391,grey,117.71779314075735,NA,MAGI2,protein_coding,7,1436498,9863
ENSG00000187513,grey,24.819745000189336,NA,GJA4,protein_coding,1,2750,2701
ENSG00000187601,grey,8.14614502756024,NA,MAGEH1,protein_coding,X,1461,28986
ENSG00000187608,grey,95.60751347756064,NA,ISG15,protein_coding,1,1118,9636
ENSG00000187609,grey,22.98109573351682,NA,EXD3,protein_coding,9,116367,54932
ENSG00000187627,grey,70.35985775707752,NA,RGPD1,protein_coding,2,106029,400966
ENSG00000187630,grey,18.890384510617444,NA,DHRS4L2,protein_coding,14,36470,317749
ENSG00000187672,grey,12.566378065313868,NA,ERC2,protein_coding,3,960056,26059
ENSG00000187676,grey,30.489389953741096,NA,B3GALTL,protein_coding,13,132341,NA
ENSG00000187678,grey,13.085203685987073,NA,SPRY4,protein_coding,5,16029,81848
ENSG00000187720,grey,20.970530127937412,NA,THSD4,protein_coding,15,686432,79875
ENSG00000187741,grey,2.147338377347078,NA,FANCA,protein_coding,16,79109,2175
ENSG00000187772,grey,20.922547302113767,NA,LIN28B,protein_coding,6,126285,389421
ENSG00000187775,grey,13.333467665207897,NA,DNAH17,protein_coding,17,153699,8632
ENSG00000187778,grey,385.2135889674635,NA,MCRS1,protein_coding,12,11610,10445
ENSG00000187796,grey,108.21421234957766,NA,CARD9,protein_coding,9,11779,64170
ENSG00000187800,grey,68.45342351965503,NA,PEAR1,protein_coding,1,22737,375033
ENSG00000187808,grey,5.80325586247626,NA,SOWAHD,protein_coding,X,1589,347454
ENSG00000187824,grey,37.20759511975409,NA,TMEM220,protein_coding,17,31302,388335
ENSG00000187840,grey,64.30547524510521,NA,EIF4EBP1,protein_coding,8,30025,1978
ENSG00000187867,grey,3.3335843845635527,NA,PALM3,protein_coding,19,5795,342979
ENSG00000187951,grey,211.63582635518935,NA,ARHGAP11B,protein_coding,15,148500,89839
ENSG00000187955,grey,53.00142312372119,NA,COL14A1,protein_coding,8,312257,7373
ENSG00000188042,grey,45.190139030972404,NA,ARL4C,protein_coding,2,4013,10123
ENSG00000188060,grey,8.301094826659146,NA,RAB42,protein_coding,1,3244,115273
ENSG00000188092,grey,7.344515896358361,NA,GPR89B,protein_coding,1,65248,51463
ENSG00000188100,grey,3.2722368828528623,NA,FAM25A,protein_coding,10,4425,643161
ENSG00000188130,grey,198.51984779021188,NA,MAPK12,protein_coding,22,16376,6300
ENSG00000188158,grey,52.09879725195092,NA,NHS,protein_coding,X,360572,4810
ENSG00000188191,grey,0.9671171514538086,NA,PRKAR1B,protein_coding,7,178454,5575
ENSG00000188219,grey,1.2477888647556457,NA,POTEE,protein_coding,2,47084,445582
ENSG00000188223,grey,6.001802810223166,NA,AC002398.9,protein_coding,19,8842,NA
ENSG00000188229,grey,394.7819638711716,NA,TUBB4B,protein_coding,9,2495,10383
ENSG00000188234,grey,32.33485443147053,NA,AGAP4,protein_coding,10,28282,119016
ENSG00000188242,grey,29.0660809152842,NA,CTD-2228K2.5,protein_coding,5,6975,NA
ENSG00000188243,grey,54.23893654722725,NA,COMMD6,protein_coding,13,24226,170622
ENSG00000188257,grey,28.16387099570234,NA,PLA2G2A,protein_coding,1,5008,5320
ENSG00000188312,grey,81.7435336946698,NA,CENPP,protein_coding,9,295050,401541
ENSG00000188321,grey,56.64755785946258,NA,ZNF559,protein_coding,19,27391,84527
ENSG00000188343,grey,53.44488611912886,NA,FAM92A1,protein_coding,8,32967,NA
ENSG00000188419,grey,83.95119242436404,NA,CHM,protein_coding,X,186382,1121
ENSG00000188474,grey,3.0036667942051984,NA,ZNF788,protein_coding,19,22414,NA
ENSG00000188483,grey,26.118562758672134,NA,IER5L,protein_coding,9,2706,389792
ENSG00000188505,grey,40.098929950030865,NA,NCCRP1,protein_coding,19,4924,342897
ENSG00000188529,grey,214.489560747234,NA,SRSF10,protein_coding,1,16124,10772
ENSG00000188559,grey,23.988573232001013,NA,RALGAPA2,protein_coding,20,322936,57186
ENSG00000188599,grey,279.0720745688328,NA,NPIPP1,pseudogene,16,27281,100874381
ENSG00000188641,grey,2.3133447624287724,NA,DPYD,protein_coding,1,843307,1806
ENSG00000188643,grey,177.68572884696414,NA,S100A16,protein_coding,1,6260,140576
ENSG00000188676,grey,302.3812057981757,NA,IDO2,protein_coding,8,81778,169355
ENSG00000188677,grey,42.42109403697697,NA,PARVB,protein_coding,22,173739,29780
ENSG00000188681,grey,5.723822973464154,NA,TEKT4P2,pseudogene,21,61396,100132288
ENSG00000188687,grey,51.529876157075755,NA,SLC4A5,protein_coding,2,127173,57835
ENSG00000188690,grey,61.46289765627259,NA,UROS,protein_coding,10,34672,7390
ENSG00000188707,grey,15.051011525481414,NA,ZBED6CL,protein_coding,7,2871,NA
ENSG00000188735,grey,26.728214618588325,NA,TMEM120B,protein_coding,12,70250,144404
ENSG00000188739,grey,221.67557408943864,NA,RBM34,protein_coding,1,30275,23029
ENSG00000188760,grey,220.15382993832054,NA,TMEM198,protein_coding,2,6933,130612
ENSG00000188827,grey,37.77267566798557,NA,SLX4,protein_coding,16,30418,84464
ENSG00000188846,grey,179.340103238919,NA,RPL14,protein_coding,3,5079,9045
ENSG00000188897,grey,53.38590601483124,NA,CTD-3088G3.8,protein_coding,16,163743,NA
ENSG00000188906,grey,176.16347690172114,NA,LRRK2,protein_coding,12,172542,120892
ENSG00000188933,grey,104.27881370629741,NA,USP32P1,pseudogene,17,17967,162632
ENSG00000188986,grey,503.2737587437878,NA,NELFB,protein_coding,9,18374,25920
ENSG00000188987,grey,412.3979972974958,NA,HIST1H4D,protein_coding,6,367,NA
ENSG00000189052,grey,11.725880823508383,NA,CGB5,protein_coding,19,1428,93659
ENSG00000189058,grey,13.916135953375626,NA,APOD,protein_coding,3,15504,347
ENSG00000189060,grey,11.35929140172122,NA,H1F0,protein_coding,22,2329,NA
ENSG00000189067,grey,146.97638576881795,NA,LITAF,protein_coding,16,88385,9516
ENSG00000189077,grey,247.7913532526862,NA,TMEM120A,polymorphic_pseudogene,7,7823,83862
ENSG00000189120,grey,90.67688899313924,NA,SP6,protein_coding,17,10962,80320
ENSG00000189129,grey,59.261745153617476,NA,PLAC9,protein_coding,10,13678,219348
ENSG00000189157,grey,281.6857200935522,NA,FAM47E,protein_coding,4,69741,100129583
ENSG00000189171,grey,23.274338103331285,NA,S100A13,protein_coding,1,15306,6284
ENSG00000189180,grey,239.9644302337796,NA,ZNF33A,protein_coding,10,54439,7581
ENSG00000189184,grey,58.951164219785596,NA,PCDH18,protein_coding,4,13577,54510
ENSG00000189190,grey,74.81583050477344,NA,ZNF600,protein_coding,19,22597,162966
ENSG00000189266,grey,2.449566923988455,NA,PNRC2,protein_coding,1,4354,55629
ENSG00000189280,grey,67.19252367594113,NA,GJB5,protein_coding,1,3466,2709
ENSG00000189292,grey,2.7022170203755445,NA,FAM150B,protein_coding,2,9294,NA
ENSG00000189319,grey,77.71847998587675,NA,FAM53B,protein_coding,10,124978,9679
ENSG00000189337,grey,51.31087621595582,NA,KAZN,protein_coding,1,519340,23254
ENSG00000189339,grey,3.0126335112667357,NA,SLC35E2B,protein_coding,1,31229,728661
ENSG00000189343,grey,1.6802936657007743,NA,RPS2P46,pseudogene,17,924,125208
ENSG00000189369,grey,2.6243409983324493,NA,GSPT2,protein_coding,X,2844,23708
ENSG00000189403,grey,17.43687103198573,NA,HMGB1,protein_coding,13,158851,3146
ENSG00000189410,grey,116.21537962168544,NA,SH2D5,protein_coding,1,13106,400745
ENSG00000189423,grey,151.89366213371545,NA,USP32P3,pseudogene,17,15462,347716
ENSG00000189433,grey,3.9779952632959636,NA,GJB4,protein_coding,1,3984,127534
ENSG00000196081,grey,237.0647287092313,NA,ZNF724P,protein_coding,19,28792,NA
ENSG00000196090,grey,21.475590574073774,NA,PTPRT,protein_coding,20,1117219,11122
ENSG00000196123,grey,232.43040082515995,NA,KIAA0895L,protein_coding,16,8439,NA
ENSG00000196126,grey,1.2729741131781451,NA,HLA-DRB1,protein_coding,6,11080,3123
ENSG00000196151,grey,8.486770494792944,NA,WDSUB1,protein_coding,2,51007,151525
ENSG00000196152,grey,166.260402979197,NA,ZNF79,protein_coding,9,20991,7633
ENSG00000196159,grey,139.12683135709574,NA,FAT4,protein_coding,4,176534,79633
ENSG00000196172,grey,147.03583957921327,NA,ZNF681,protein_coding,19,19697,148213
ENSG00000196187,grey,7.483947487388551,NA,TMEM63A,protein_coding,1,36833,9725
ENSG00000196189,grey,29.730793452681866,NA,SEMA4A,protein_coding,1,30387,64218
ENSG00000196204,grey,13.804695467912811,NA,RNF216P1,pseudogene,7,66688,441191
ENSG00000196205,grey,154.7213904120358,NA,EEF1A1P5,pseudogene,9,1738,158078
ENSG00000196208,grey,141.64933247017277,NA,GREB1,protein_coding,2,108673,9687
ENSG00000196209,grey,1.211937046069162,NA,SIRPB2,protein_coding,20,20848,284759
ENSG00000196218,grey,36.6158375974395,NA,RYR1,protein_coding,19,153866,6261
ENSG00000196220,grey,78.50426509910457,NA,SRGAP3,protein_coding,3,382463,9901
ENSG00000196235,grey,97.74035795617618,NA,SUPT5H,protein_coding,19,40515,6829
ENSG00000196267,grey,168.61336930024416,NA,ZNF836,protein_coding,19,17780,162962
